Probe	GB3.2
AM05099	GB46148
AM05100	GB51080
AM05102	GB44599
AM05103	GB44543
AM05104	GB44609
AM05105	GB43618
AM05106	GB44631
AM05107	GB53013
AM05108	GB48578
AM05109	GB47302
AM05110	GB55665
AM05111	GB53456
AM05112	GB43112
AM05114	GB44420
AM05115	GB44791
AM05116	GB42819
AM05117	GB52448
AM05118	GB42241
AM05120	GB50349
AM05121	GB49083
AM05122	GB40344
AM05123	GB53363
AM05125	GB51716
AM05126	GB48154
AM05127	GB46369
AM05128	GB49845
AM05129	GB47092
AM05130	GB44680
AM05131	GB50043
AM05132	GB49539
AM05133	GB54091
AM05134	GB47543
AM05135	GB49912
AM05136	GB44001
AM05137	GB44293
AM05138	GB44826
AM05139	GB53646
AM05141	GB45277
AM05142	GB41798
AM05143	GB55211
AM05144	GB54298
AM05145	GB55902
AM05146	GB51774
AM05147	GB45843
AM05148	GB44792
AM05149	GB45298
AM05150	GB43128
AM05151	GB55766
AM05152	GB47536
AM05153	GB55834
AM05154	GB50482
AM05155	GB44312
AM05156	GB49146
AM05157	GB40678
AM05158	GB44959
AM05159	GB47940
AM05160	GB50620
AM05161	GB50135
AM05162	GB41338
AM05163	GB43220
AM05164	GB45355
AM05165	GB45220
AM05166	GB42851
AM05167	GB54426
AM05168	GB52801
AM05169	GB48972
AM05170	GB50491
AM05171	GB55472
AM05172	GB46118
AM05173	GB42949
AM05174	GB49574
AM05175	GB53148
AM05176	GB53148
AM05177	GB41681
AM05178	GB40157
AM05179	GB49082
AM05180	GB40626
AM05181	GB45213
AM05182	GB55387
AM05183	GB51580
AM05184	GB47093
AM05185	GB44082
AM05186	GB42894
AM05187	GB54791
AM05188	GB47922
AM05189	GB52073
AM05190	GB40509
AM05191	GB44500
AM05192	GB52472
AM05193	GB48748
AM05194	GB40799
AM05195	GB45454
AM05196	GB49511
AM05197	GB45442
AM05198	GB48031
AM05199	GB49067
AM05200	GB54706
AM05201	GB41629
AM05202	GB47336
AM05203	GB49368
AM05204	GB44840
AM05205	GB49601
AM05206	GB52796
AM05207	GB40891
AM05208	GB54609
AM05209	GB55295
AM05210	GB50375
AM05211	GB56036
AM05212	GB45561
AM05213	GB44006
AM05215	GB55793
AM05216	GB48823
AM05217	GB49633
AM05218	GB46526
AM05219	GB52685
AM05220	GB41592
AM05221	GB42455
AM05222	GB51786
AM05223	GB43248
AM05224	GB42898
AM05225	GB52281
AM05226	GB47012
AM05227	GB48556
AM05228	GB43271
AM05229	GB46321
AM05230	GB41310
AM05231	GB44389
AM05232	GB53923
AM05233	GB49074
AM05234	GB48636
AM05235	GB49226
AM05236	GB47395
AM05237	GB40556
AM05238	GB47469
AM05239	GB49246
AM05240	GB54923
AM05241	GB40570
AM05242	GB49357
AM05243	GB42995
AM05244	GB40805
AM05245	GB52806
AM05246	GB41304
AM05247	GB49342
AM05248	GB53728
AM05249	GB51038
AM05250	GB53434
AM05251	GB41342
AM05252	GB53110
AM05253	GB49024
AM05254	GB45192
AM05255	GB55272
AM05256	GB54848
AM05257	GB48979
AM05258	GB49469
AM05259	GB55408
AM05260	GB44319
AM05261	GB41151
AM05262	GB52729
AM05263	GB48303
AM05264	GB48454
AM05265	GB43935
AM05266	GB44510
AM05267	GB55439
AM05268	GB43419
AM05269	GB48208
AM05270	GB51142
AM05271	GB41129
AM05272	GB48863
AM05273	GB41639
AM05274	GB50548
AM05275	GB43390
AM05276	GB41618
AM05277	GB41758
AM05279	GB53737
AM05280	GB51968
AM05281	GB48667
AM05282	GB51066
AM05283	GB47612
AM05284	GB50525
AM05285	GB42323
AM05286	GB50095
AM05287	GB50156
AM05288	GB49157
AM05289	GB48448
AM05290	GB44694
AM05291	GB48169
AM05292	GB51394
AM05293	GB42132
AM05294	GB55615
AM05295	GB51511
AM05296	GB53314
AM05298	GB50216
AM05299	GB50732
AM05300	GB49366
AM05301	GB53206
AM05302	GB46187
AM05303	GB43238
AM05304	GB41403
AM05305	GB42620
AM05306	GB52102
AM05307	GB53520
AM05308	GB45935
AM05309	GB50739
AM05310	GB40473
AM05311	GB54242
AM05312	GB41591
AM05313	GB45354
AM05314	GB52344
AM05315	GB47506
AM05316	GB42664
AM05317	GB43891
AM05318	GB41867
AM05319	GB42023
AM05320	GB44399
AM05321	GB45185
AM05322	GB41908
AM05323	GB54057
AM05324	GB53803
AM05325	GB48194
AM05326	GB40342
AM05327	GB47285
AM05328	GB42327
AM05329	GB41646
AM05330	GB54578
AM05331	GB43689
AM05332	GB44360
AM05333	GB41642
AM05334	GB53303
AM05335	GB51160
AM05336	GB45947
AM05337	GB55475
AM05338	GB52153
AM05339	GB40251
AM05340	GB45149
AM05341	GB45759
AM05342	GB49244
AM05343	GB42580
AM05345	GB48836
AM05346	GB50600
AM05347	GB53349
AM05348	GB43855
AM05349	GB49624
AM05350	GB43759
AM05351	GB52422
AM05352	GB52695
AM05353	GB50815
AM05354	GB41859
AM05355	GB49096
AM05356	GB49240
AM05357	GB53017
AM05358	GB51619
AM05359	GB51955
AM05360	GB42262
AM05362	GB41874
AM05364	GB55229
AM05365	GB52008
AM05366	GB40997
AM05367	GB45719
AM05368	GB54882
AM05369	GB51019
AM05370	GB55254
AM05371	GB54287
AM05372	GB41924
AM05373	GB48840
AM05374	GB52164
AM05375	GB46305
AM05376	GB44998
AM05377	GB41064
AM05378	GB50184
AM05379	GB45924
AM05380	GB53589
AM05381	GB51068
AM05382	GB55710
AM05383	GB46689
AM05384	GB47375
AM05385	GB48742
AM05386	GB42089
AM05387	GB50575
AM05388	GB52383
AM05389	GB48386
AM05390	GB40498
AM05391	GB40876
AM05392	GB46980
AM05393	GB44116
AM05394	GB44131
AM05395	GB52800
AM05396	GB47970
AM05397	GB54376
AM05398	GB42967
AM05399	GB47539
AM05400	GB54320
AM05401	GB51513
AM05402	GB51032
AM05403	GB42014
AM05404	GB42743
AM05405	GB48325
AM05406	GB51185
AM05407	GB55228
AM05408	GB54259
AM05409	GB53207
AM05410	GB47433
AM05411	GB41990
AM05412	GB45758
AM05413	GB49799
AM05414	GB53077
AM05415	GB40336
AM05416	GB40893
AM05417	GB41378
AM05418	GB44486
AM05419	GB53959
AM05420	GB46954
AM05421	GB47138
AM05422	GB47182
AM05423	GB53690
AM05424	GB54339
AM05425	GB45463
AM05426	GB40165
AM05427	GB42512
AM05428	GB55963
AM05429	GB54680
AM05430	GB45616
AM05431	GB42976
AM05432	GB51720
AM05433	GB47507
AM05434	GB47662
AM05435	GB50079
AM05436	GB46765
AM05437	GB42858
AM05438	GB42661
AM05439	GB43917
AM05440	GB55641
AM05441	GB47897
AM05442	GB54573
AM05443	GB55802
AM05444	GB44251
AM05445	GB50454
AM05446	GB48176
AM05447	GB50800
AM05448	GB47951
AM05449	GB48360
AM05450	GB42737
AM05451	GB51370
AM05452	GB43176
AM05453	GB46452
AM05454	GB55533
AM05455	GB52468
AM05456	GB43119
AM05457	GB40859
AM05458	GB47102
AM05459	GB42750
AM05460	GB55997
AM05461	GB50678
AM05462	GB55875
AM05463	GB41827
AM05464	GB47296
AM05465	GB49920
AM05466	GB54782
AM05467	GB45972
AM05468	GB41732
AM05469	GB50958
AM05470	GB42300
AM05471	GB46277
AM05472	GB45722
AM05473	GB46095
AM05474	GB40977
AM05476	GB46680
AM05477	GB46734
AM05478	GB44713
AM05479	GB53201
AM05480	GB40424
AM05482	GB49802
AM05483	GB49471
AM05484	GB48275
AM05485	GB49489
AM05486	GB49829
AM05487	GB52750
AM05488	GB52753
AM05489	GB46656
AM05490	GB40172
AM05491	GB55608
AM05492	GB40513
AM05493	GB53867
AM05494	GB41196
AM05495	GB46296
AM05496	GB50507
AM05497	GB55411
AM05498	GB40286
AM05499	GB49651
AM05500	GB49155
AM05501	GB48676
AM05502	GB43237
AM05504	GB42384
AM05505	GB41464
AM05507	GB51893
AM05508	GB49902
AM05509	GB55629
AM05511	GB41078
AM05512	GB43143
AM05513	GB46620
AM05514	GB50900
AM05515	GB49939
AM05516	GB46103
AM05517	GB49548
AM05518	GB43108
AM05519	GB51130
AM05520	GB50271
AM05521	GB41822
AM05522	GB49827
AM05523	GB40701
AM05524	GB50107
AM05525	GB40887
AM05526	GB49152
AM05527	GB46987
AM05528	GB52613
AM05529	GB48378
AM05530	GB52271
AM05531	GB46179
AM05532	GB44687
AM05533	GB53190
AM05534	GB44765
AM05535	GB45096
AM05536	GB55356
AM05537	GB44136
AM05538	GB46449
AM05539	GB53246
AM05540	GB46281
AM05541	GB42728
AM05542	GB46124
AM05543	GB42161
AM05544	GB54756
AM05545	GB40916
AM05546	GB40745
AM05547	GB44299
AM05548	GB55667
AM05549	GB51653
AM05550	GB52391
AM05551	GB43478
AM05552	GB47963
AM05553	GB45756
AM05554	GB53242
AM05555	GB43772
AM05556	GB47255
AM05557	GB40884
AM05558	GB48408
AM05559	GB53688
AM05560	GB54085
AM05561	GB52074
AM05562	GB50942
AM05563	GB50942
AM05564	GB50942
AM05565	GB55840
AM05566	GB41207
AM05567	GB42587
AM05568	GB50852
AM05569	GB50970
AM05570	GB45487
AM05571	GB49289
AM05572	GB45628
AM05573	GB50972
AM05574	GB49567
AM05575	GB43094
AM05576	GB55374
AM05577	GB44338
AM05578	GB44712
AM05579	GB53639
AM05580	GB49484
AM05581	GB42492
AM05582	GB52778
AM05583	GB55974
AM05584	GB43873
AM05585	GB44229
AM05586	GB42816
AM05587	GB46926
AM05588	GB51651
AM05589	GB46893
AM05590	GB41632
AM05591	GB49584
AM05592	GB44371
AM05593	GB40767
AM05594	GB48772
AM05595	GB50809
AM05596	GB45417
AM05597	GB54718
AM05598	GB45287
AM05599	GB41779
AM05600	GB55479
AM05601	GB55743
AM05602	GB43303
AM05603	GB48891
AM05604	GB42744
AM05605	GB45844
AM05606	GB46761
AM05607	GB48632
AM05608	GB41073
AM05609	GB55722
AM05610	GB53685
AM05611	GB56016
AM05612	GB43421
AM05613	GB40872
AM05614	GB44281
AM05615	GB44533
AM05616	GB52039
AM05617	GB41003
AM05618	GB40819
AM05619	GB52385
AM05620	GB42366
AM05621	GB50103
AM05623	GB47408
AM05624	GB40694
AM05625	GB51655
AM05626	GB44725
AM05627	GB53009
AM05628	GB53402
AM05629	GB55299
AM05630	GB54775
AM05631	GB43322
AM05632	GB50246
AM05633	GB53650
AM05634	GB49349
AM05635	GB42093
AM05636	GB48732
AM05637	GB46131
AM05638	GB53925
AM05639	GB41738
AM05640	GB46725
AM05641	GB54255
AM05642	GB47082
AM05643	GB47573
AM05644	GB47331
AM05645	GB54901
AM05646	GB49384
AM05647	GB47669
AM05648	GB46259
AM05649	GB50969
AM05650	GB55775
AM05651	GB40453
AM05652	GB42239
AM05653	GB47328
AM05654	GB45058
AM05655	GB48351
AM05656	GB55307
AM05657	GB49597
AM05658	GB52190
AM05659	GB44074
AM05660	GB42275
AM05661	GB50922
AM05662	GB42219
AM05663	GB45139
AM05664	GB50010
AM05665	GB44753
AM05666	GB40690
AM05667	GB49937
AM05668	GB46635
AM05669	GB42797
AM05670	GB41641
AM05671	GB51762
AM05672	GB41677
AM05673	GB50172
AM05674	GB44548
AM05675	GB55224
AM05676	GB54656
AM05677	GB53723
AM05678	GB50324
AM05679	GB55372
AM05680	GB43184
AM05681	GB50723
AM05682	GB44430
AM05683	GB47193
AM05684	GB53972
AM05685	GB47199
AM05686	GB45743
AM05687	GB51914
AM05688	GB40304
AM05689	GB50744
AM05690	GB45394
AM05691	GB50676
AM05692	GB40610
AM05693	GB54330
AM05694	GB47210
AM05695	GB44208
AM05696	GB51357
AM05697	GB49717
AM05698	GB48433
AM05699	GB44180
AM05700	GB43662
AM05701	GB50828
AM05702	GB48946
AM05703	GB40209
AM05704	GB54128
AM05705	GB52205
AM05706	GB42924
AM05707	GB45119
AM05708	GB47630
AM05709	GB48309
AM05710	GB51395
AM05711	GB44108
AM05712	GB55703
AM05713	GB42476
AM05715	GB50191
AM05716	GB45346
AM05717	GB44213
AM05718	GB41139
AM05719	GB42968
AM05720	GB52458
AM05722	GB53239
AM05723	GB49186
AM05724	GB51126
AM05725	GB52994
AM05726	GB54571
AM05727	GB47925
AM05728	GB42983
AM05729	GB50053
AM05730	GB45541
AM05731	GB56032
AM05732	GB50206
AM05733	GB49511
AM05734	GB49403
AM05735	GB43841
AM05736	GB46012
AM05737	GB50147
AM05738	GB44743
AM05739	GB45745
AM05740	GB50276
AM05741	GB54460
AM05742	GB50816
AM05743	GB47431
AM05744	GB47431
AM05745	GB43154
AM05746	GB52530
AM05747	GB47770
AM05748	GB52009
AM05749	GB49543
AM05750	GB53393
AM05751	GB54091
AM05752	GB50104
AM05753	GB41146
AM05754	GB45853
AM05755	GB42635
AM05757	GB43076
AM05758	GB43068
AM05759	GB51818
AM05760	GB49005
AM05761	GB48382
AM05762	GB42414
AM05763	GB53581
AM05764	GB54313
AM05765	GB49652
AM05766	GB44596
AM05767	GB40885
AM05768	GB53150
AM05769	GB48881
AM05770	GB54714
AM05771	GB54329
AM05772	GB47515
AM05773	GB53191
AM05774	GB46220
AM05775	GB49311
AM05776	GB55461
AM05777	GB48926
AM05778	GB41661
AM05779	GB46539
AM05780	GB41340
AM05781	GB54418
AM05782	GB48749
AM05783	GB49808
AM05784	GB50146
AM05785	GB41968
AM05786	GB43668
AM05787	GB54186
AM05788	GB45950
AM05789	GB43054
AM05790	GB54546
AM05791	GB52997
AM05792	GB50993
AM05793	GB55388
AM05794	GB50864
AM05795	GB48671
AM05796	GB47186
AM05797	GB42697
AM05798	GB50061
AM05799	GB44910
AM05800	GB51400
AM05801	GB48331
AM05802	GB46526
AM05803	GB55707
AM05804	GB48678
AM05805	GB42172
AM05806	GB53421
AM05807	GB43285
AM05808	GB53164
AM05809	GB47942
AM05810	GB40333
AM05811	GB49391
AM05812	GB54174
AM05813	GB49686
AM05814	GB50459
AM05817	GB53300
AM05818	GB47103
AM05819	GB52061
AM05820	GB51012
AM05821	GB45348
AM05822	GB42720
AM05823	GB41782
AM05824	GB50603
AM05825	GB56001
AM05826	GB43201
AM05827	GB45340
AM05828	GB48600
AM05829	GB44766
AM05830	GB50851
AM05831	GB43708
AM05832	GB55378
AM05833	GB46144
AM05834	GB47321
AM05835	GB46271
AM05836	GB42515
AM05838	GB45861
AM05839	GB54854
AM05840	GB53602
AM05842	GB48911
AM05843	GB40771
AM05844	GB45147
AM05845	GB54661
AM05846	GB55765
AM05847	GB52059
AM05848	GB41877
AM05849	GB51760
AM05850	GB52250
AM05851	GB48258
AM05852	GB52291
AM05853	GB40565
AM05854	GB54868
AM05857	GB42508
AM05858	GB43414
AM05859	GB41674
AM05860	GB45011
AM05861	GB44938
AM05862	GB53339
AM05863	GB42143
AM05864	GB51845
AM05865	GB47162
AM05866	GB48680
AM05867	GB46500
AM05868	GB44117
AM05869	GB46644
AM05870	GB52185
AM05871	GB54401
AM05872	GB54449
AM05873	GB45455
AM05874	GB40836
AM05875	GB41115
AM05876	GB41161
AM05877	GB43929
AM05878	GB55987
AM05879	GB42659
AM05880	GB45272
AM05881	GB42908
AM05882	GB44048
AM05883	GB43205
AM05884	GB49654
AM05885	GB47771
AM05886	GB45763
AM05887	GB41831
AM05888	GB48481
AM05889	GB40766
AM05890	GB43379
AM05891	GB52500
AM05892	GB40696
AM05893	GB54959
AM05894	GB49516
AM05895	GB47907
AM05896	GB51729
AM05897	GB55931
AM05898	GB45024
AM05899	GB44980
AM05900	GB40703
AM05901	GB49503
AM05902	GB49973
AM05904	GB45838
AM05905	GB41203
AM05906	GB40616
AM05907	GB42173
AM05908	GB42690
AM05909	GB54935
AM05910	GB40391
AM05912	GB44040
AM05913	GB47097
AM05914	GB48347
AM05915	GB48413
AM05916	GB48846
AM05917	GB42667
AM05918	GB46727
AM05919	GB54526
AM05920	GB52186
AM05921	GB48323
AM05922	GB41002
AM05923	GB44464
AM05924	GB53010
AM05925	GB55151
AM05926	GB46408
AM05927	GB44902
AM05928	GB53389
AM05929	GB54970
AM05930	GB42869
AM05931	GB41347
AM05932	GB41104
AM05933	GB43743
AM05934	GB43805
AM05935	GB45493
AM05936	GB48435
AM05937	GB49420
AM05938	GB55071
AM05939	GB44021
AM05940	GB45581
AM05941	GB45567
AM05942	GB46430
AM05943	GB46167
AM05944	GB50741
AM05945	GB55849
AM05946	GB40270
AM05947	GB44175
AM05948	GB45864
AM05949	GB53411
AM05950	GB45388
AM05951	GB47192
AM05952	GB53151
AM05953	GB50510
AM05954	GB46201
AM05955	GB48228
AM05956	GB50277
AM05957	GB52455
AM05958	GB51209
AM05959	GB45511
AM05960	GB49341
AM05961	GB52723
AM05962	GB41258
AM05963	GB49476
AM05964	GB52785
AM05965	GB47344
AM05966	GB54230
AM05967	GB40196
AM05968	GB43508
AM05969	GB52882
AM05970	GB49173
AM05971	GB40673
AM05972	GB47736
AM05973	GB45038
AM05974	GB47996
AM05975	GB55163
AM05976	GB48114
AM05978	GB46920
AM05979	GB48908
AM05981	GB41711
AM05983	GB40389
AM05984	GB52563
AM05985	GB41285
AM05986	GB47391
AM05987	GB54035
AM05988	GB44022
AM05989	GB42677
AM05990	GB55275
AM05991	GB52768
AM05993	GB51407
AM05995	GB40561
AM05996	GB48311
AM05997	GB55037
AM05998	GB52893
AM05999	GB53142
AM06000	GB41410
AM06001	GB55169
AM06002	GB40240
AM06003	GB52628
AM06004	GB55701
AM06005	GB55508
AM06006	GB49453
AM06007	GB41159
AM06008	GB54530
AM06009	GB46977
AM06010	GB44187
AM06011	GB43765
AM06012	GB51299
AM06013	GB47459
AM06014	GB47459
AM06015	GB44873
AM06016	GB51582
AM06017	GB49728
AM06018	GB54325
AM06019	GB47434
AM06020	GB46420
AM06021	GB44085
AM06022	GB47905
AM06023	GB50565
AM06024	GB54469
AM06025	GB44113
AM06026	GB47808
AM06027	GB43729
AM06028	GB54427
AM06029	GB40126
AM06030	GB49262
AM06031	GB49628
AM06032	GB49355
AM06033	GB47680
AM06034	GB54273
AM06035	GB40929
AM06036	GB45125
AM06037	GB45569
AM06038	GB54266
AM06039	GB51016
AM06040	GB48259
AM06041	GB41553
AM06042	GB48478
AM06043	GB41582
AM06044	GB44662
AM06045	GB55247
AM06046	GB47341
AM06047	GB40838
AM06048	GB42459
AM06049	GB51041
AM06050	GB46353
AM06051	GB55002
AM06052	GB49361
AM06053	GB50259
AM06054	GB48870
AM06055	GB49101
AM06056	GB49208
AM06057	GB52802
AM06058	GB44870
AM06059	GB52279
AM06060	GB41520
AM06061	GB48174
AM06062	GB51334
AM06063	GB51481
AM06064	GB55186
AM06065	GB45351
AM06066	GB41264
AM06067	GB55421
AM06068	GB55985
AM06069	GB55994
AM06070	GB46221
AM06071	GB51999
AM06072	GB41516
AM06073	GB44439
AM06074	GB41946
AM06075	GB54975
AM06076	GB44897
AM06077	GB54741
AM06078	GB53859
AM06080	GB45658
AM06081	GB46645
AM06082	GB40906
AM06083	GB52575
AM06084	GB48696
AM06085	GB42496
AM06086	GB42356
AM06087	GB48216
AM06088	GB47890
AM06089	GB47034
AM06090	GB45633
AM06091	GB51671
AM06092	GB44120
AM06093	GB43651
AM06094	GB51805
AM06095	GB41643
AM06096	GB47967
AM06097	GB55012
AM06098	GB44017
AM06099	GB42874
AM06100	GB47401
AM06101	GB44104
AM06102	GB55469
AM06103	GB41742
AM06104	GB45450
AM06105	GB52103
AM06106	GB47761
AM06107	GB46737
AM06108	GB45826
AM06109	GB54856
AM06110	GB51192
AM06111	GB54133
AM06112	GB55659
AM06113	GB48359
AM06114	GB40810
AM06115	GB53890
AM06116	GB54503
AM06117	GB42354
AM06118	GB40980
AM06119	GB45392
AM06120	GB45148
AM06121	GB46376
AM06122	GB44185
AM06123	GB41951
AM06124	GB47208
AM06126	GB41985
AM06127	GB54295
AM06128	GB47886
AM06129	GB53647
AM06130	GB45562
AM06131	GB52470
AM06132	GB54995
AM06133	GB42494
AM06135	GB51124
AM06136	GB54677
AM06137	GB54423
AM06138	GB54996
AM06139	GB42423
AM06140	GB49026
AM06141	GB46567
AM06142	GB50766
AM06143	GB50228
AM06145	GB44661
AM06146	GB41948
AM06147	GB53978
AM06148	GB41372
AM06149	GB48925
AM06150	GB48571
AM06151	GB50643
AM06152	GB51110
AM06153	GB50384
AM06154	GB46388
AM06155	GB46196
AM06156	GB54957
AM06157	GB50980
AM06158	GB50471
AM06159	GB55714
AM06160	GB50076
AM06161	GB53367
AM06162	GB46060
AM06163	GB40863
AM06164	GB48625
AM06165	GB53082
AM06166	GB53433
AM06167	GB50498
AM06168	GB41547
AM06169	GB41972
AM06170	GB51707
AM06171	GB49527
AM06172	GB47069
AM06173	GB55306
AM06174	GB55190
AM06175	GB43968
AM06176	GB46536
AM06177	GB40944
AM06178	GB50090
AM06179	GB54541
AM06180	GB50538
AM06181	GB40603
AM06182	GB51409
AM06183	GB48072
AM06184	GB49631
AM06185	GB42399
AM06186	GB54319
AM06187	GB53372
AM06188	GB41234
AM06189	GB53943
AM06190	GB41123
AM06191	GB47975
AM06192	GB53365
AM06194	GB40619
AM06195	GB43125
AM06196	GB52736
AM06197	GB51413
AM06198	GB49921
AM06199	GB46291
AM06200	GB47203
AM06201	GB49993
AM06202	GB47299
AM06203	GB54598
AM06204	GB49239
AM06205	GB45408
AM06206	GB48020
AM06207	GB53604
AM06208	GB44692
AM06209	GB54292
AM06210	GB43786
AM06211	GB40501
AM06212	GB51696
AM06213	GB51874
AM06214	GB50005
AM06215	GB43438
AM06216	GB52239
AM06217	GB46790
AM06218	GB54776
AM06219	GB51724
AM06220	GB48961
AM06221	GB46249
AM06222	GB41645
AM06223	GB47118
AM06224	GB49227
AM06225	GB44223
AM06226	GB45105
AM06227	GB45143
AM06228	GB55516
AM06229	GB46213
AM06230	GB48405
AM06231	GB52366
AM06232	GB48231
AM06233	GB48659
AM06234	GB45070
AM06235	GB40720
AM06236	GB44970
AM06238	GB41610
AM06239	GB51118
AM06240	GB52206
AM06241	GB45884
AM06242	GB52652
AM06243	GB42511
AM06244	GB51542
AM06245	GB45777
AM06246	GB54462
AM06247	GB42359
AM06248	GB42124
AM06249	GB42714
AM06250	GB52465
AM06251	GB55067
AM06252	GB43636
AM06253	GB49919
AM06254	GB45973
AM06255	GB42022
AM06256	GB43739
AM06257	GB44904
AM06258	GB55366
AM06259	GB45666
AM06260	GB49375
AM06261	GB44356
AM06263	GB49498
AM06264	GB53956
AM06265	GB49638
AM06266	GB54381
AM06267	GB50241
AM06268	GB46338
AM06269	GB40700
AM06271	GB41862
AM06272	GB55076
AM06273	GB45878
AM06274	GB46593
AM06275	GB46708
AM06276	GB49515
AM06277	GB49419
AM06278	GB55232
AM06280	GB47871
AM06281	GB42604
AM06282	GB44699
AM06283	GB44303
AM06284	GB49388
AM06285	GB50876
AM06286	GB55302
AM06287	GB46978
AM06288	GB43245
AM06289	GB55863
AM06290	GB49554
AM06291	GB44351
AM06292	GB43021
AM06293	GB49328
AM06294	GB50638
AM06295	GB45314
AM06296	GB46853
AM06297	GB49955
AM06298	GB42867
AM06299	GB55825
AM06300	GB55811
AM06301	GB50718
AM06302	GB50345
AM06303	GB54480
AM06305	GB46377
AM06306	GB51607
AM06307	GB46196
AM06308	GB48727
AM06309	GB50552
AM06310	GB46612
AM06311	GB52998
AM06312	GB45395
AM06313	GB41330
AM06314	GB45018
AM06315	GB41801
AM06316	GB54388
AM06317	GB50746
AM06318	GB54005
AM06319	GB44433
AM06320	GB53579
AM06321	GB49110
AM06322	GB46274
AM06323	GB55282
AM06324	GB53908
AM06325	GB47045
AM06326	GB52676
AM06327	GB49528
AM06328	GB55434
AM06329	GB49994
AM06330	GB47496
AM06331	GB41176
AM06332	GB54252
AM06333	GB46042
AM06334	GB44179
AM06335	GB44917
AM06336	GB40963
AM06337	GB44176
AM06338	GB49843
AM06339	GB42679
AM06340	GB40654
AM06341	GB40654
AM06342	GB46026
AM06343	GB44557
AM06344	GB42897
AM06345	GB43315
AM06346	GB47828
AM06347	GB43715
AM06348	GB54093
AM06349	GB44442
AM06350	GB50030
AM06351	GB48345
AM06352	GB46087
AM06353	GB53847
AM06355	GB45618
AM06357	GB45159
AM06358	GB41387
AM06359	GB48384
AM06360	GB44528
AM06361	GB40871
AM06362	GB51625
AM06363	GB43188
AM06364	GB53829
AM06365	GB55683
AM06366	GB48955
AM06367	GB52621
AM06368	GB41770
AM06369	GB40746
AM06370	GB45497
AM06371	GB42152
AM06372	GB42010
AM06373	GB50322
AM06374	GB43984
AM06375	GB53256
AM06376	GB54929
AM06377	GB55781
AM06378	GB55324
AM06379	GB42021
AM06380	GB50003
AM06381	GB55979
AM06382	GB48191
AM06383	GB55080
AM06384	GB48729
AM06385	GB54655
AM06386	GB50377
AM06388	GB55207
AM06389	GB44192
AM06390	GB48079
AM06391	GB40109
AM06392	GB46047
AM06394	GB49084
AM06395	GB47683
AM06396	GB53515
AM06397	GB41231
AM06398	GB48953
AM06399	GB44760
AM06400	GB52574
AM06401	GB49000
AM06402	GB41771
AM06403	GB51540
AM06404	GB48429
AM06405	GB49463
AM06406	GB54195
AM06407	GB43983
AM06408	GB54042
AM06409	GB54938
AM06410	GB52814
AM06411	GB45218
AM06412	GB49363
AM06413	GB43859
AM06414	GB43111
AM06416	GB41736
AM06417	GB41982
AM06418	GB51694
AM06419	GB41141
AM06420	GB50272
AM06421	GB51738
AM06422	GB41523
AM06423	GB49933
AM06424	GB53345
AM06425	GB54397
AM06426	GB53626
AM06427	GB49936
AM06428	GB43517
AM06429	GB47399
AM06430	GB52393
AM06431	GB44865
AM06432	GB45378
AM06433	GB43008
AM06434	GB52913
AM06435	GB41722
AM06436	GB51629
AM06437	GB53850
AM06439	GB54264
AM06440	GB51588
AM06441	GB42748
AM06442	GB45698
AM06443	GB50802
AM06444	GB48443
AM06445	GB51746
AM06446	GB40356
AM06447	GB55054
AM06448	GB40483
AM06449	GB40901
AM06450	GB48036
AM06451	GB47415
AM06452	GB51550
AM06453	GB48296
AM06454	GB47349
AM06455	GB50569
AM06456	GB51739
AM06457	GB54386
AM06458	GB41922
AM06459	GB51200
AM06460	GB42559
AM06461	GB43150
AM06462	GB46480
AM06463	GB41686
AM06464	GB43909
AM06465	GB53081
AM06466	GB47089
AM06467	GB42998
AM06468	GB43229
AM06469	GB40535
AM06470	GB54909
AM06471	GB40611
AM06472	GB48301
AM06473	GB40639
AM06474	GB50167
AM06475	GB52065
AM06476	GB54148
AM06477	GB44626
AM06478	GB52555
AM06479	GB47112
AM06480	GB48134
AM06481	GB50212
AM06482	GB49904
AM06484	GB50284
AM06484R	GB50284
AM06485	GB51701
AM06485R	GB51701
AM06486	GB49943
AM06486R	GB49943
AM06487	GB47806
AM06487R	GB47806
AM06488	GB48248
AM06488R	GB48248
AM06490	GB42501
AM06490R	GB42501
AM06491	GB40162
AM06491R	GB40162
AM06492	GB45902
AM06492R	GB45902
AM06493	GB52651
AM06493R	GB52651
AM06494	GB49222
AM06494R	GB49222
AM06495	GB41317
AM06495R	GB41317
AM06496	GB48380
AM06496R	GB48380
AM06497	GB47414
AM06497R	GB47414
AM06498	GB42374
AM06498R	GB42374
AM06499	GB50460
AM06499R	GB50460
AM06500	GB50237
AM06500R	GB50237
AM06501	GB54890
AM06501R	GB54890
AM06502	GB45422
AM06502R	GB45422
AM06503	GB54826
AM06504	GB50814
AM06505	GB54428
AM06506	GB50674
AM06507	GB41622
AM06508	GB48604
AM06509	GB55278
AM06510	GB44109
AM06511	GB43856
AM06512	GB53137
AM06513	GB47009
AM06514	GB40386
AM06515	GB48203
AM06516	GB44974
AM06517	GB48026
AM06518	GB40939
AM06519	GB41188
AM06520	GB41066
AM06521	GB42632
AM06522	GB53703
AM06523	GB49971
AM06524	GB42377
AM06525	GB45098
AM06526	GB54961
AM06527	GB42776
AM06528	GB54888
